epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.4496569633483887,0.358,-2,trec_0
1.0,1.353611946105957,0.432,-1,trec_0
1.0,1.3711440563201904,0.416,0,trec_0
1.0,1.3711423873901367,0.416,1,trec_0
1.0,1.3711479902267456,0.416,2,trec_0
1.0,1.371151089668274,0.416,3,trec_0
1.0,1.371152639389038,0.416,4,trec_0
1.0,1.371152639389038,0.416,5,trec_0
1.0,1.3711519241333008,0.416,6,trec_0
1.0,1.3711364269256592,0.416,7,trec_0
1.0,1.3711433410644531,0.416,8,trec_0
1.0,1.3711515665054321,0.416,9,trec_0
1.0,1.3711514472961426,0.416,10,trec_0
1.0,1.371150016784668,0.416,11,trec_0
