epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.4186803102493286,0.371480472297911,-2,sst-5_0
1.0,1.284616470336914,0.40417801998183467,-1,sst-5_0
1.0,1.2540756464004517,0.4287011807447775,0,sst-5_0
1.0,1.2592369318008423,0.4232515894641235,1,sst-5_0
1.0,1.2837638854980469,0.410535876475931,2,sst-5_0
1.0,1.2644665241241455,0.4178019981834696,3,sst-5_0
1.0,1.2595161199569702,0.42052679382379654,4,sst-5_0
1.0,1.2704505920410156,0.43142597638510444,5,sst-5_0
1.0,1.2546758651733398,0.4268846503178928,6,sst-5_0
1.0,1.2578142881393433,0.4232515894641235,7,sst-5_0
1.0,1.2662250995635986,0.4223433242506812,8,sst-5_0
1.0,1.2624205350875854,0.41689373297002724,9,sst-5_0
1.0,1.259312391281128,0.4196185286103542,10,sst-5_0
1.0,1.2587400674819946,0.4159854677565849,11,sst-5_0
