epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.15988150238990784,0.94,-2,subj_0
1.0,0.1580912470817566,0.9425,-1,subj_0
1.0,0.16510355472564697,0.943,0,subj_0
1.0,0.1640886515378952,0.943,1,subj_0
1.0,0.1642206758260727,0.9435,2,subj_0
1.0,0.16455325484275818,0.9435,3,subj_0
1.0,0.16654138267040253,0.9415,4,subj_0
1.0,0.16610629856586456,0.942,5,subj_0
1.0,0.16185319423675537,0.941,6,subj_0
1.0,0.16163131594657898,0.94,7,subj_0
1.0,0.16155365109443665,0.9405,8,subj_0
1.0,0.1620934009552002,0.9405,9,subj_0
1.0,0.1615009307861328,0.9405,10,subj_0
1.0,0.16415877640247345,0.943,11,subj_0
