epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.21695345640182495,0.9125,-2,subj_4
1.0,0.17368075251579285,0.9375,-1,subj_4
1.0,0.2318260222673416,0.911,0,subj_4
1.0,0.23179486393928528,0.911,1,subj_4
1.0,0.23178042471408844,0.911,2,subj_4
1.0,0.23175406455993652,0.911,3,subj_4
1.0,0.23187066614627838,0.9105,4,subj_4
1.0,0.2317071408033371,0.9115,5,subj_4
1.0,0.23188242316246033,0.911,6,subj_4
1.0,0.23187388479709625,0.911,7,subj_4
1.0,0.23184150457382202,0.911,8,subj_4
1.0,0.23186218738555908,0.911,9,subj_4
1.0,0.23182766139507294,0.911,10,subj_4
1.0,0.23174582421779633,0.911,11,subj_4
