epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.543569564819336,0.27974568574023617,-2,sst-5_3
1.0,1.455086350440979,0.33242506811989103,-1,sst-5_3
1.0,1.3935154676437378,0.37057220708446864,0,sst-5_3
1.0,1.3902812004089355,0.3723887375113533,1,sst-5_3
1.0,1.368039846420288,0.37783832879200724,2,sst-5_3
1.0,1.3784587383270264,0.37783832879200724,3,sst-5_3
1.0,1.3821412324905396,0.37329700272479566,4,sst-5_3
1.0,1.4112730026245117,0.3651226158038147,5,sst-5_3
1.0,1.3684563636779785,0.38419618528610355,6,sst-5_3
1.0,1.3893767595291138,0.37693006357856496,7,sst-5_3
1.0,1.4033360481262207,0.37057220708446864,8,sst-5_3
1.0,1.3920447826385498,0.37329700272479566,9,sst-5_3
1.0,1.3785823583602905,0.37693006357856496,10,sst-5_3
1.0,1.3670967817306519,0.3851044504995459,11,sst-5_3
