epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.5512901544570923,0.28428701180744775,-2,sst-5_0
1.0,1.3705005645751953,0.38782924613987285,-1,sst-5_0
1.0,1.4674264192581177,0.32879200726612173,0,sst-5_0
1.0,1.4700586795806885,0.32515894641235243,1,sst-5_0
1.0,1.4738991260528564,0.3215258855585831,2,sst-5_0
1.0,1.4719825983047485,0.3224341507720254,3,sst-5_0
1.0,1.4694440364837646,0.32879200726612173,4,sst-5_0
1.0,1.4767615795135498,0.3169845594913715,5,sst-5_0
1.0,1.4699782133102417,0.32515894641235243,6,sst-5_0
1.0,1.4665029048919678,0.33060853769300635,7,sst-5_0
1.0,1.4680484533309937,0.3260672116257947,8,sst-5_0
1.0,1.4720261096954346,0.3224341507720254,9,sst-5_0
1.0,1.4695658683776855,0.32697547683923706,10,sst-5_0
1.0,1.4654163122177124,0.329700272479564,11,sst-5_0
