epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.21042650938034058,0.9235,-2,subj_1
1.0,0.1586107611656189,0.9405,-1,subj_1
1.0,0.15644381940364838,0.942,0,subj_1
1.0,0.1567229926586151,0.9415,1,subj_1
1.0,0.1531335711479187,0.9445,2,subj_1
1.0,0.15899412333965302,0.9415,3,subj_1
1.0,0.15644972026348114,0.9405,4,subj_1
1.0,0.1566668152809143,0.9425,5,subj_1
1.0,0.1654539406299591,0.9425,6,subj_1
1.0,0.1560448706150055,0.9425,7,subj_1
1.0,0.15991057455539703,0.94,8,subj_1
1.0,0.1598758101463318,0.941,9,subj_1
1.0,0.15967148542404175,0.943,10,subj_1
1.0,0.15887555480003357,0.944,11,subj_1
