epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.29503777623176575,0.8784403669724771,-2,SST-2_0
1.0,0.29671841859817505,0.8715596330275229,-1,SST-2_0
1.0,0.29713767766952515,0.8772935779816514,0,SST-2_0
1.0,0.2994283139705658,0.8692660550458715,1,SST-2_0
1.0,0.30318811535835266,0.8669724770642202,2,SST-2_0
1.0,0.3011012673377991,0.8669724770642202,3,SST-2_0
1.0,0.29457899928092957,0.8761467889908257,4,SST-2_0
1.0,0.2909191846847534,0.8772935779816514,5,SST-2_0
1.0,0.29889923334121704,0.8681192660550459,6,SST-2_0
1.0,0.307227224111557,0.8646788990825688,7,SST-2_0
1.0,0.3095478415489197,0.8681192660550459,8,SST-2_0
1.0,0.3065159022808075,0.8658256880733946,9,SST-2_0
1.0,0.308731347322464,0.8623853211009175,10,SST-2_0
1.0,0.3011217713356018,0.8704128440366973,11,SST-2_0
