epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.3090513050556183,0.8727064220183486,-2,SST-2_4
1.0,0.32606253027915955,0.8704128440366973,-1,SST-2_4
1.0,0.320819616317749,0.8600917431192661,0,SST-2_4
1.0,0.3208710551261902,0.8577981651376146,1,SST-2_4
1.0,0.3262925446033478,0.856651376146789,2,SST-2_4
1.0,0.32344651222229004,0.856651376146789,3,SST-2_4
1.0,0.3194122910499573,0.8532110091743119,4,SST-2_4
1.0,0.32196247577667236,0.856651376146789,5,SST-2_4
1.0,0.31621748208999634,0.8635321100917431,6,SST-2_4
1.0,0.32225289940834045,0.8589449541284404,7,SST-2_4
1.0,0.3280947506427765,0.8577981651376146,8,SST-2_4
1.0,0.3200676739215851,0.8612385321100917,9,SST-2_4
1.0,0.31847360730171204,0.8646788990825688,10,SST-2_4
1.0,0.3214257061481476,0.8589449541284404,11,SST-2_4
