epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.4149298667907715,0.37057220708446864,-2,sst-5_2
1.0,1.2603414058685303,0.42779291553133514,-1,sst-5_2
1.0,1.2812156677246094,0.4159854677565849,0,sst-5_2
1.0,1.270262598991394,0.4178019981834696,1,sst-5_2
1.0,1.2817096710205078,0.407811080835604,2,sst-5_2
1.0,1.2770861387252808,0.4087193460490463,3,sst-5_2
1.0,1.266835331916809,0.4259763851044505,4,sst-5_2
1.0,1.2830798625946045,0.405086285195277,5,sst-5_2
1.0,1.3005870580673218,0.3960036330608538,6,sst-5_2
1.0,1.2766295671463013,0.4178019981834696,7,sst-5_2
1.0,1.2704975605010986,0.41689373297002724,8,sst-5_2
1.0,1.2759861946105957,0.4196185286103542,9,sst-5_2
1.0,1.2809499502182007,0.41689373297002724,10,sst-5_2
1.0,1.265641689300537,0.42052679382379654,11,sst-5_2
