epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.6172040700912476,0.334,-2,trec_4
1.0,1.6099486351013184,0.284,-1,trec_4
1.0,1.612606167793274,0.274,0,trec_4
1.0,1.6126025915145874,0.274,1,trec_4
1.0,1.6126083135604858,0.274,2,trec_4
1.0,1.6126102209091187,0.274,3,trec_4
1.0,1.6126075983047485,0.274,4,trec_4
1.0,1.6126075983047485,0.274,5,trec_4
1.0,1.6126066446304321,0.274,6,trec_4
1.0,1.6126060485839844,0.274,7,trec_4
1.0,1.612606406211853,0.274,8,trec_4
1.0,1.6126058101654053,0.274,9,trec_4
1.0,1.612607479095459,0.274,10,trec_4
1.0,1.6126079559326172,0.274,11,trec_4
