epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.3836383819580078,0.426,-2,trec_1
1.0,1.3872014284133911,0.55,-1,trec_1
1.0,1.3847780227661133,0.432,0,trec_1
1.0,1.3847697973251343,0.432,1,trec_1
1.0,1.3847695589065552,0.432,2,trec_1
1.0,1.3847795724868774,0.432,3,trec_1
1.0,1.3847975730895996,0.432,4,trec_1
1.0,1.3848052024841309,0.432,5,trec_1
1.0,1.3848066329956055,0.432,6,trec_1
1.0,1.3847954273223877,0.432,7,trec_1
1.0,1.3847975730895996,0.432,8,trec_1
1.0,1.3847897052764893,0.432,9,trec_1
1.0,1.3847901821136475,0.432,10,trec_1
1.0,1.3847512006759644,0.432,11,trec_1
