epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.3163522183895111,0.8841743119266054,-2,SST-2_3
1.0,0.3032541573047638,0.8772935779816514,-1,SST-2_3
1.0,0.30567947030067444,0.8623853211009175,0,SST-2_3
1.0,0.3023941218852997,0.8646788990825688,1,SST-2_3
1.0,0.30397382378578186,0.8692660550458715,2,SST-2_3
1.0,0.3052459955215454,0.8658256880733946,3,SST-2_3
1.0,0.3108402192592621,0.8658256880733946,4,SST-2_3
1.0,0.30404797196388245,0.8646788990825688,5,SST-2_3
1.0,0.3042359948158264,0.8658256880733946,6,SST-2_3
1.0,0.3057563900947571,0.8681192660550459,7,SST-2_3
1.0,0.3029400110244751,0.8692660550458715,8,SST-2_3
1.0,0.3039543032646179,0.8658256880733946,9,SST-2_3
1.0,0.3043030798435211,0.8704128440366973,10,SST-2_3
1.0,0.30513375997543335,0.8681192660550459,11,SST-2_3
