epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.3027331531047821,0.8761467889908257,-2,SST-2_1
1.0,0.3228689432144165,0.8612385321100917,-1,SST-2_1
1.0,0.3165283799171448,0.8692660550458715,0,SST-2_1
1.0,0.31661292910575867,0.8681192660550459,1,SST-2_1
1.0,0.3024519383907318,0.875,2,SST-2_1
1.0,0.31021034717559814,0.8795871559633027,3,SST-2_1
1.0,0.3161732256412506,0.8681192660550459,4,SST-2_1
1.0,0.3116249442100525,0.8727064220183486,5,SST-2_1
1.0,0.3075812757015228,0.8715596330275229,6,SST-2_1
1.0,0.31498533487319946,0.8727064220183486,7,SST-2_1
1.0,0.30383479595184326,0.8704128440366973,8,SST-2_1
1.0,0.30803540349006653,0.8715596330275229,9,SST-2_1
1.0,0.3253747522830963,0.8658256880733946,10,SST-2_1
1.0,0.32045450806617737,0.8658256880733946,11,SST-2_1
