epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.510171890258789,0.3151680290644868,-2,sst-5_4
1.0,1.4205719232559204,0.35603996366939145,-1,sst-5_4
1.0,1.3769536018371582,0.3823796548592189,0,sst-5_4
1.0,1.3468986749649048,0.40236148955495005,1,sst-5_4
1.0,1.3614305257797241,0.39691189827429607,2,sst-5_4
1.0,1.3613842725753784,0.3941871026339691,3,sst-5_4
1.0,1.3595354557037354,0.3932788374205268,4,sst-5_4
1.0,1.3586479425430298,0.3960036330608538,5,sst-5_4
1.0,1.3578380346298218,0.39509536784741145,6,sst-5_4
1.0,1.3604133129119873,0.39691189827429607,7,sst-5_4
