epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.5213923454284668,0.27974568574023617,-2,sst-5_1
1.0,1.5237181186676025,0.27974568574023617,-1,sst-5_1
1.0,1.5123473405838013,0.30881017257039056,0,sst-5_1
1.0,1.4990994930267334,0.33605812897366033,1,sst-5_1
1.0,1.5076522827148438,0.3215258855585831,2,sst-5_1
1.0,1.5144436359405518,0.3142597638510445,3,sst-5_1
1.0,1.511663794517517,0.3169845594913715,4,sst-5_1
1.0,1.5043343305587769,0.3278837420526794,5,sst-5_1
1.0,1.507203221321106,0.31607629427792916,6,sst-5_1
1.0,1.5168496370315552,0.3033605812897366,7,sst-5_1
1.0,1.514702320098877,0.3169845594913715,8,sst-5_1
1.0,1.5022505521774292,0.3315168029064487,9,sst-5_1
1.0,1.5207281112670898,0.3006357856494096,10,sst-5_1
1.0,1.5103625059127808,0.3115349682107175,11,sst-5_1
