epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.2018194943666458,0.917,-2,subj_1
1.0,0.2005191594362259,0.919,-1,subj_1
1.0,0.21192996203899384,0.9155,0,subj_1
1.0,0.21238407492637634,0.9155,1,subj_1
1.0,0.21282358467578888,0.914,2,subj_1
1.0,0.21172650158405304,0.9155,3,subj_1
1.0,0.212543785572052,0.915,4,subj_1
1.0,0.2118406593799591,0.916,5,subj_1
1.0,0.21321122348308563,0.9145,6,subj_1
1.0,0.21499250829219818,0.914,7,subj_1
1.0,0.21243073046207428,0.915,8,subj_1
1.0,0.2129197120666504,0.9135,9,subj_1
1.0,0.21280847489833832,0.9155,10,subj_1
1.0,0.21270452439785004,0.915,11,subj_1
