epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.2642061710357666,0.9059633027522935,-2,SST-2_4
1.0,0.26328274607658386,0.8979357798165137,-1,SST-2_4
1.0,0.2584441900253296,0.9059633027522935,0,SST-2_4
1.0,0.25079265236854553,0.9025229357798165,1,SST-2_4
1.0,0.2543856203556061,0.8990825688073395,2,SST-2_4
1.0,0.25841623544692993,0.9013761467889908,3,SST-2_4
1.0,0.2569017708301544,0.9025229357798165,4,SST-2_4
1.0,0.25412923097610474,0.9013761467889908,5,SST-2_4
1.0,0.25738370418548584,0.9013761467889908,6,SST-2_4
1.0,0.25785529613494873,0.9025229357798165,7,SST-2_4
1.0,0.2522784471511841,0.8979357798165137,8,SST-2_4
1.0,0.2721835970878601,0.8899082568807339,9,SST-2_4
1.0,0.2668955326080322,0.8910550458715596,10,SST-2_4
1.0,0.2603689432144165,0.9036697247706422,11,SST-2_4
