epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.18259383738040924,0.9235,-2,subj_4
1.0,0.20240271091461182,0.9165,-1,subj_4
1.0,0.20009635388851166,0.917,0,subj_4
1.0,0.1876046508550644,0.921,1,subj_4
1.0,0.18717080354690552,0.922,2,subj_4
1.0,0.18931786715984344,0.9205,3,subj_4
1.0,0.19047051668167114,0.9205,4,subj_4
1.0,0.18992644548416138,0.92,5,subj_4
1.0,0.19076476991176605,0.92,6,subj_4
1.0,0.1892053335905075,0.922,7,subj_4
1.0,0.19314035773277283,0.922,8,subj_4
1.0,0.1904498040676117,0.9205,9,subj_4
1.0,0.18787498772144318,0.9205,10,subj_4
1.0,0.1890832483768463,0.92,11,subj_4
