epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.531473159790039,0.30517711171662126,-2,sst-5_2
1.0,1.5306766033172607,0.29336966394187103,8,sst-5_2
1.0,1.512893795967102,0.33605812897366033,-1,sst-5_2
1.0,1.5343655347824097,0.27883742052679383,9,sst-5_2
1.0,1.5277992486953735,0.29155313351498635,0,sst-5_2
1.0,1.5306586027145386,0.2924613987284287,10,sst-5_2
1.0,1.5221978425979614,0.3106267029972752,1,sst-5_2
1.0,1.5271706581115723,0.3069936421435059,11,sst-5_2
1.0,1.5240592956542969,0.329700272479564,2,sst-5_2
1.0,1.5210487842559814,0.31607629427792916,3,sst-5_2
1.0,1.5255907773971558,0.298819255222525,4,sst-5_2
1.0,1.5331414937973022,0.2779291553133515,5,sst-5_2
1.0,1.5312144756317139,0.2924613987284287,6,sst-5_2
1.0,1.5296822786331177,0.3069936421435059,7,sst-5_2
1.0,1.5306766033172607,0.29336966394187103,8,sst-5_2
1.0,1.5343655347824097,0.27883742052679383,9,sst-5_2
1.0,1.5306586027145386,0.2924613987284287,10,sst-5_2
1.0,1.5271706581115723,0.3069936421435059,11,sst-5_2
