epoch,eval_loss,eval_accuracy,layer,prompt
1.0,1.2722065448760986,0.4250681198910082,-2,sst-5_1
2.0,1.2356680631637573,0.4214350590372389,-2,sst-5_1
1.0,1.2446049451828003,0.4259763851044505,-1,sst-5_1
2.0,1.223488211631775,0.4268846503178928,-1,sst-5_1
1.0,1.2458059787750244,0.44141689373297005,0,sst-5_1
2.0,1.2842508554458618,0.4114441416893733,0,sst-5_1
1.0,1.3120325803756714,0.4187102633969119,1,sst-5_1
2.0,1.2291591167449951,0.4232515894641235,1,sst-5_1
1.0,1.2395217418670654,0.44686648501362397,2,sst-5_1
2.0,1.2515205144882202,0.4214350590372389,2,sst-5_1
1.0,1.2592447996139526,0.4477747502270663,3,sst-5_1
2.0,1.2985535860061646,0.410535876475931,3,sst-5_1
1.0,1.2448606491088867,0.4405086285195277,4,sst-5_1
2.0,1.2841758728027344,0.42052679382379654,4,sst-5_1
1.0,1.27310049533844,0.4259763851044505,5,sst-5_1
2.0,1.2618207931518555,0.4159854677565849,5,sst-5_1
1.0,1.2440859079360962,0.4250681198910082,6,sst-5_1
2.0,1.2664841413497925,0.42415985467756584,6,sst-5_1
1.0,1.264397144317627,0.4250681198910082,7,sst-5_1
2.0,1.258681058883667,0.4214350590372389,7,sst-5_1
1.0,1.2708176374435425,0.43778383287920075,8,sst-5_1
2.0,1.2689296007156372,0.4178019981834696,8,sst-5_1
1.0,1.2544080018997192,0.4368755676657584,9,sst-5_1
2.0,1.2393083572387695,0.43142597638510444,9,sst-5_1
1.0,1.2646890878677368,0.4287011807447775,10,sst-5_1
2.0,1.245774269104004,0.42779291553133514,10,sst-5_1
1.0,1.2423560619354248,0.43778383287920075,11,sst-5_1
2.0,1.2902005910873413,0.40417801998183467,11,sst-5_1
