epoch,eval_loss,eval_accuracy,layer,prompt
1.0,0.0,0.8589449541284404,-2,SST-2_3
1.0,0.0,0.856651376146789,0,SST-2_3
1.0,0.0,0.8474770642201835,1,SST-2_3
1.0,0.0,0.8646788990825688,2,SST-2_3
1.0,0.0,0.8577981651376146,3,SST-2_3
1.0,0.0,0.8577981651376146,4,SST-2_3
1.0,0.0,0.8635321100917431,5,SST-2_3
1.0,0.0,0.8646788990825688,6,SST-2_3
1.0,0.0,0.8532110091743119,7,SST-2_3
1.0,0.0,0.856651376146789,8,SST-2_3
1.0,0.0,0.8543577981651376,9,SST-2_3
1.0,0.0,0.8612385321100917,10,SST-2_3
1.0,0.0,0.8520642201834863,11,SST-2_3
1.0,0.0,0.8509174311926605,12,SST-2_3
1.0,0.0,0.8555045871559633,13,SST-2_3
1.0,0.0,0.8555045871559633,14,SST-2_3
1.0,0.0,0.8623853211009175,15,SST-2_3
1.0,0.0,0.8612385321100917,16,SST-2_3
1.0,0.0,0.8589449541284404,17,SST-2_3
1.0,0.0,0.8577981651376146,18,SST-2_3
1.0,0.0,0.8440366972477065,19,SST-2_3
1.0,0.0,0.856651376146789,20,SST-2_3
1.0,0.0,0.8589449541284404,21,SST-2_3
1.0,0.0,0.8440366972477065,22,SST-2_3
1.0,0.0,0.8600917431192661,23,SST-2_3
1.0,0.0,0.8509174311926605,24,SST-2_3
1.0,0.0,0.8486238532110092,25,SST-2_3
1.0,0.0,0.8486238532110092,26,SST-2_3
1.0,0.0,0.8486238532110092,27,SST-2_3
1.0,0.0,0.8543577981651376,28,SST-2_3
1.0,0.0,0.8509174311926605,29,SST-2_3
1.0,0.0,0.8555045871559633,30,SST-2_3
1.0,0.0,0.8646788990825688,31,SST-2_3
1.0,0.0,0.8497706422018348,32,SST-2_3
1.0,0.0,0.8589449541284404,33,SST-2_3
1.0,0.0,0.8600917431192661,34,SST-2_3
1.0,0.0,0.856651376146789,35,SST-2_3
